date_reported,date_occ,area_name,crime_cd_description,victim_age,victim_sex,premis_description,weapon_description,status_description,location,lat,lon,time,daytime,day_occured,day_reported,report_delay,report_delay_bin,case,victim
2022-08-16,2022-08-16,77th Street,"assault with deadly weapon, aggravated assault",34,female,"multi-unit dwelling (apartment, duplex, etc)",unknown weapon/other weapon,Invest Cont,900 w  84th                         st,33.9624,-118.2895,20:00:00,evening,Tuesday,Tuesday,0 days,0 days,battery/assault,yes
2022-08-16,2022-08-08,Foothill,theft of identity,36,male,single family dwelling,no weapon,Invest Cont,9400    san fernando                 rd,34.2402,-118.3941,22:30:00,late night,Monday,Tuesday,8 days,8 days,burglary/theft/robbery,yes
2022-08-16,2022-08-15,Rampart,"vandalism - felony ($400 & over, all church vandalisms)",21,female,"vehicle, passenger/truck",no weapon,Invest Cont,1300    maryland                     st,34.0558,-118.2609,15:20:00,afternoon,Monday,Tuesday,1 days,1 days,vandalism,yes
2022-08-17,2022-08-17,Devonshire,"assault with deadly weapon, aggravated assault",41,male,sidewalk,unknown weapon/other weapon,Adult Arrest,etiwanda                     av,34.2287,-118.5324,13:03:00,early afternoon,Wednesday,Wednesday,0 days,0 days,battery/assault,yes
2022-08-17,2022-08-08,77th Street,criminal threats - no weapon displayed,48,male,single family dwelling,verbal threat,Invest Cont,1400 w  92nd                         st,33.9527,-118.3003,10:39:00,morning,Monday,Wednesday,9 days,9 days,threats,yes
2022-08-17,2022-08-17,Foothill,intimate partner - simple assault,23,male,other residence,"strong-arm (hands, fist, feet or bodily force)",Adult Other,10900    glenoaks                     bl,34.2626,-118.4094,18:00:00,early evening,Wednesday,Wednesday,0 days,0 days,battery/assault,yes
2022-08-18,2022-08-18,Hollywood,"assault with deadly weapon, aggravated assault",25,female,other premise,"strong-arm (hands, fist, feet or bodily force)",Invest Cont,1100 n  mccadden                     pl,34.0907,-118.3374,12:00:00,early afternoon,Thursday,Thursday,0 days,0 days,battery/assault,yes
2022-08-18,2022-08-17,Foothill,"vandalism - felony ($400 & over, all church vandalisms)",0,no victim,parking lot,no weapon,Invest Cont,9500    laurel canyon                bl,34.2417,-118.4141,13:25:00,early afternoon,Wednesday,Thursday,1 days,1 days,vandalism,no
2022-08-18,2022-08-18,Southeast,criminal threats - no weapon displayed,0,female,junior high school,verbal threat,Invest Cont,800 e  111th                        pl,33.9351,-118.2609,12:15:00,early afternoon,Thursday,Thursday,0 days,0 days,threats,yes
2022-08-18,2022-08-18,N Hollywood,burglary,0,male,drug store,no weapon,Invest Cont,10900    magnolia                     bl,34.1667,-118.3702,05:15:00,early morning,Thursday,Thursday,0 days,0 days,burglary/theft/robbery,yes
2022-08-18,2022-08-18,Central,burglary from vehicle,20,female,parking lot,no weapon,Invest Cont,400 s  spring                       st,34.0488,-118.25,08:00:00,morning,Thursday,Thursday,0 days,0 days,vehicle burglary/theft,yes
2022-08-18,2022-08-18,Northeast,robbery,25,female,street,unknown firearm,Invest Cont,riverdale,34.0904,-118.2355,00:45:00,midnight,Thursday,Thursday,0 days,0 days,burglary/theft/robbery,yes
2022-08-19,2022-08-10,Devonshire,"theft-grand ($950.01 & over)excpt,guns,fowl,livestk,prod",35,male,yard (residential/business),no weapon,Invest Cont,20700    prairie                      st,34.2409,-118.5842,17:19:00,early evening,Wednesday,Friday,9 days,9 days,"crimes with firearms, bombs etc.",yes
2022-08-19,2022-08-14,Hollywood,"vandalism - felony ($400 & over, all church vandalisms)",55,female,other business,no weapon,Invest Cont,5900    santa monica                 bl,34.0908,-118.3179,23:46:00,late night,Sunday,Friday,5 days,5 days,vandalism,yes
2022-08-20,2022-08-17,Devonshire,shoplifting - petty theft ($950 & under),35,male,clothing store,no weapon,Invest Cont,11100    balboa                       bl,34.2757,-118.5144,22:01:00,late night,Wednesday,Saturday,3 days,3 days,burglary/theft/robbery,yes
2022-08-20,2022-08-16,Topanga,burglary,61,female,single family dwelling,no weapon,Invest Cont,5100    knollwood                    wy,34.1644,-118.6196,13:00:00,early afternoon,Tuesday,Saturday,4 days,4 days,burglary/theft/robbery,yes
2022-08-20,2022-08-20,Devonshire,intimate partner - simple assault,38,male,"vehicle, passenger/truck","strong-arm (hands, fist, feet or bodily force)",Adult Other,19400    parthenia                    st,34.2312,-118.5632,01:30:00,midnight,Saturday,Saturday,0 days,0 days,battery/assault,yes
2022-08-21,2022-08-19,Southwest,vehicle - stolen,0,no victim,street,no weapon,Invest Cont,1200 w  martin luther king jr        bl,34.0109,-118.2959,19:00:00,evening,Friday,Sunday,2 days,2 days,vehicle burglary/theft,no
2022-08-21,2022-08-21,Southwest,lewd conduct,20,female,street,no weapon,Invest Cont,30th                         st,34.0274,-118.284,11:00:00,late morning,Sunday,Sunday,0 days,0 days,sexual crimes,yes
2022-08-22,2022-08-22,West LA,trespassing,34,female,single family dwelling,no weapon,Invest Cont,10300    almayo                       av,34.0494,-118.4138,13:30:00,early afternoon,Monday,Monday,0 days,0 days,trespassing,yes
2022-08-23,2022-08-20,Foothill,theft from motor vehicle - grand ($950.01 and over),36,male,street,no weapon,Invest Cont,11000    pendleton                    st,34.2498,-118.3787,10:30:00,morning,Saturday,Tuesday,3 days,3 days,vehicle burglary/theft,yes
2022-08-23,2022-08-23,Central,"assault with deadly weapon, aggravated assault",21,male,street,unknown weapon/other weapon,Adult Other,200    boyd                         st,34.0479,-118.2454,18:20:00,early evening,Tuesday,Tuesday,0 days,0 days,battery/assault,yes
2022-08-23,2022-08-23,Pacific,"vandalism - felony ($400 & over, all church vandalisms)",35,female,"multi-unit dwelling (apartment, duplex, etc)","strong-arm (hands, fist, feet or bodily force)",Invest Cont,7100    alvern                       st,33.9752,-118.3772,09:45:00,morning,Tuesday,Tuesday,0 days,0 days,vandalism,yes
2022-08-23,2022-08-22,Mission,vehicle - stolen,0,no victim,street,no weapon,Invest Cont,13300    bombay                       st,34.3111,-118.4237,22:00:00,late night,Monday,Tuesday,1 days,1 days,vehicle burglary/theft,no
2022-08-23,2022-08-23,N Hollywood,brandish weapon,41,male,parking lot,other firearm,Adult Arrest,5200    corteen                      pl,34.1649,-118.402,17:10:00,early evening,Tuesday,Tuesday,0 days,0 days,lethal/deadly act,yes
2022-08-24,2022-08-24,Newton,"assault with deadly weapon, aggravated assault",13,male,single family dwelling,caustic chemical/poison,Adult Arrest,100 e  56th                         st,33.9915,-118.2739,18:30:00,early evening,Wednesday,Wednesday,0 days,0 days,battery/assault,yes
2022-08-25,2022-08-24,Central,"vandalism - felony ($400 & over, all church vandalisms)",0,no victim,parking lot,no weapon,Invest Cont,900 s  broadway,34.0423,-118.2561,22:00:00,late night,Wednesday,Thursday,1 days,1 days,vandalism,no
2022-08-25,2022-08-02,West LA,burglary from vehicle,26,male,street,no weapon,Invest Cont,2000 s  westgate                     av,34.0354,-118.4532,11:00:00,late morning,Tuesday,Thursday,23 days,23 days,vehicle burglary/theft,yes
2022-08-25,2022-08-25,Wilshire,vandalism - misdeameanor ($399 or under),72,female,single family dwelling,no weapon,Invest Cont,500 s  fairfax                      av,34.0674,-118.3614,12:00:00,early afternoon,Thursday,Thursday,0 days,0 days,vandalism,yes
2022-08-28,2022-08-28,Southwest,"assault with deadly weapon, aggravated assault",19,no victim,street,unknown firearm,Invest Cont,39th                         st,34.0156,-118.3045,14:20:00,afternoon,Sunday,Sunday,0 days,0 days,battery/assault,no
2022-08-30,2022-08-30,Harbor,theft from motor vehicle - petty ($950 & under),22,male,street,no weapon,Invest Cont,700 n  banning                      bl,33.7799,-118.2573,21:30:00,late night,Tuesday,Tuesday,0 days,0 days,vehicle burglary/theft,yes
2022-08-30,2022-08-30,Pacific,"assault with deadly weapon, aggravated assault",31,male,park/playground,stick,Invest Cont,1200    pacific                      av,33.99,-118.4741,12:00:00,early afternoon,Tuesday,Tuesday,0 days,0 days,battery/assault,yes
2022-08-31,2022-08-25,Central,shoplifting - petty theft ($950 & under),24,male,clothing store,no weapon,Invest Cont,600 s  broadway,34.0466,-118.252,20:05:00,evening,Thursday,Wednesday,6 days,6 days,burglary/theft/robbery,yes
2022-08-31,2022-08-27,Central,"theft-grand ($950.01 & over)excpt,guns,fowl,livestk,prod",23,male,"multi-unit dwelling (apartment, duplex, etc)",no weapon,Invest Cont,900 w  temple                       st,34.0607,-118.2494,10:48:00,morning,Saturday,Wednesday,4 days,4 days,"crimes with firearms, bombs etc.",yes
2022-09-01,2022-08-26,Northeast,intimate partner - simple assault,29,female,restaurant/fast food,"strong-arm (hands, fist, feet or bodily force)",Adult Other,1600 n  alvarado                     st,34.0834,-118.2599,19:30:00,evening,Friday,Thursday,6 days,6 days,battery/assault,yes
2022-09-01,2022-09-01,Harbor,criminal threats - no weapon displayed,52,male,"multi-unit dwelling (apartment, duplex, etc)",verbal threat,Invest Cont,1200    lakme                        av,33.7869,-118.2599,21:45:00,late night,Thursday,Thursday,0 days,0 days,threats,yes
2022-09-02,2022-09-01,Pacific,"theft-grand ($950.01 & over)excpt,guns,fowl,livestk,prod",34,male,garage/carport,no weapon,Invest Cont,1400    venice                       bl,33.9958,-118.4492,20:00:00,evening,Thursday,Friday,1 days,1 days,"crimes with firearms, bombs etc.",yes
2022-09-03,2022-09-03,77th Street,vehicle - stolen,0,no victim,street,no weapon,Invest Cont,76th                         st,33.9708,-118.2871,09:00:00,morning,Saturday,Saturday,0 days,0 days,vehicle burglary/theft,no
2022-09-04,2022-09-03,Mission,vehicle - stolen,0,no victim,street,no weapon,Invest Cont,burnet,34.2283,-118.4633,19:00:00,evening,Saturday,Sunday,1 days,1 days,vehicle burglary/theft,no
2022-09-04,2022-09-04,N Hollywood,shoplifting - petty theft ($950 & under),0,male,liquor store,no weapon,Invest Cont,11200    burbank                      bl,34.1722,-118.375,12:35:00,early afternoon,Sunday,Sunday,0 days,0 days,burglary/theft/robbery,yes
2022-09-05,2022-09-04,Devonshire,intimate partner - simple assault,34,female,street,"strong-arm (hands, fist, feet or bodily force)",Adult Other,21700    lassen                       st,34.2534,-118.6072,23:26:00,late night,Sunday,Monday,1 days,1 days,battery/assault,yes
2022-09-05,2022-09-05,77th Street,criminal threats - no weapon displayed,48,female,single family dwelling,verbal threat,Invest Cont,2000 w  74th                         st,33.9728,-118.3134,19:30:00,evening,Monday,Monday,0 days,0 days,threats,yes
2022-09-05,2022-09-05,Southeast,intimate partner - simple assault,38,female,single family dwelling,"strong-arm (hands, fist, feet or bodily force)",Invest Cont,900 e  106th                        st,33.9401,-118.2587,16:15:00,late afternoon,Monday,Monday,0 days,0 days,battery/assault,yes
2022-09-06,2022-09-04,Pacific,theft from motor vehicle - petty ($950 & under),0,no victim,street,no weapon,Invest Cont,300 s  venice                       bl,33.9855,-118.468,14:00:00,afternoon,Sunday,Tuesday,2 days,2 days,vehicle burglary/theft,no
2022-09-08,2022-09-07,Central,theft of identity,31,male,"multi-unit dwelling (apartment, duplex, etc)",no weapon,Invest Cont,800 e  4th                          st,34.0435,-118.2366,08:00:00,morning,Wednesday,Thursday,1 days,1 days,burglary/theft/robbery,yes
2022-09-08,2022-09-07,Mission,kidnapping,15,female,single family dwelling,unknown weapon/other weapon,Invest Cont,7800    hazeltine                    av,34.2123,-118.439,17:09:00,early evening,Wednesday,Thursday,1 days,1 days,kidnapping/stalking,yes
2022-09-08,2022-09-08,77th Street,vehicle - stolen,0,no victim,street,no weapon,Invest Cont,5900 s  vermont                      av,33.9872,-118.2915,11:35:00,late morning,Thursday,Thursday,0 days,0 days,vehicle burglary/theft,no
2022-09-09,2022-09-05,Central,shoplifting - petty theft ($950 & under),0,no victim,clothing store,no weapon,Invest Cont,600 s  broadway,34.0466,-118.252,10:42:00,morning,Monday,Friday,4 days,4 days,burglary/theft/robbery,no
2022-09-09,2022-09-09,West Valley,criminal threats - no weapon displayed,38,male,alley,verbal threat,Invest Cont,18500    ventura                      bl,34.1688,-118.5361,11:40:00,late morning,Friday,Friday,0 days,0 days,threats,yes
2022-09-10,2022-08-03,Pacific,theft of identity,50,female,"multi-unit dwelling (apartment, duplex, etc)",no weapon,Invest Cont,5700 w  centinela                    av,33.9764,-118.381,12:15:00,early afternoon,Wednesday,Saturday,38 days,1 months,burglary/theft/robbery,yes
2022-09-10,2022-09-10,Hollywood,lewd conduct,34,female,"multi-unit dwelling (apartment, duplex, etc)",no weapon,Adult Arrest,5100    franklin                     av,34.1054,-118.3006,10:40:00,morning,Saturday,Saturday,0 days,0 days,sexual crimes,yes
2022-09-11,2022-09-11,Central,robbery,24,female,street,"strong-arm (hands, fist, feet or bodily force)",Adult Arrest,cesar e chavez,34.0563,-118.2309,22:18:00,late night,Sunday,Sunday,0 days,0 days,burglary/theft/robbery,yes
2022-09-11,2022-09-10,Harbor,theft from motor vehicle - petty ($950 & under),33,male,garage/carport,no weapon,Invest Cont,1300 w  sepulveda                    bl,33.8134,-118.2988,20:00:00,evening,Saturday,Sunday,1 days,1 days,vehicle burglary/theft,yes
2022-09-12,2022-09-11,Newton,vehicle - stolen,0,no victim,street,no weapon,Invest Cont,55th                         st,33.993,-118.2412,22:00:00,late night,Sunday,Monday,1 days,1 days,vehicle burglary/theft,no
2022-09-12,2020-09-11,Southwest,theft from motor vehicle - grand ($950.01 and over),27,female,street,no weapon,Invest Cont,1300 w  37th                         dr,34.0191,-118.2977,21:00:00,late night,Friday,Monday,731 days,over a year,vehicle burglary/theft,yes
2022-09-13,2022-09-13,Topanga,intimate partner - simple assault,43,female,single family dwelling,"strong-arm (hands, fist, feet or bodily force)",Invest Cont,20900    strathern                    st,34.2156,-118.5885,20:00:00,evening,Tuesday,Tuesday,0 days,0 days,battery/assault,yes
2022-09-13,2022-09-13,Rampart,other assault,33,female,mta - red line - westlake/macarthur park,unknown weapon/other weapon,Invest Cont,600 s  alvarado                     st,34.0595,-118.2749,18:15:00,early evening,Tuesday,Tuesday,0 days,0 days,battery/assault,yes
2022-09-14,2022-09-14,Rampart,"assault with deadly weapon, aggravated assault",66,male,"multi-unit dwelling (apartment, duplex, etc)",knife with blade 6inches or less,Adult Arrest,1000    ingraham                     st,34.0512,-118.2621,01:30:00,midnight,Wednesday,Wednesday,0 days,0 days,battery/assault,yes
2022-09-14,2022-09-13,Harbor,"vandalism - felony ($400 & over, all church vandalisms)",68,male,"vehicle, passenger/truck",no weapon,Invest Cont,1600 w  sepulveda                    bl,33.8161,-118.3063,20:00:00,evening,Tuesday,Wednesday,1 days,1 days,vandalism,yes
2022-09-14,2022-09-10,Olympic,"vehicle, stolen - other (motorized scooters, bikes, etc)",0,no victim,parking lot,no weapon,Invest Cont,400    shatto                       pl,34.067,-118.2899,19:00:00,evening,Saturday,Wednesday,4 days,4 days,vehicle burglary/theft,no
2022-09-14,2022-09-13,Van Nuys,battery police (simple),0,male,detention/jail facility,"strong-arm (hands, fist, feet or bodily force)",Adult Arrest,6200    sylmar                       av,34.1837,-118.4465,13:05:00,early afternoon,Tuesday,Wednesday,1 days,1 days,battery/assault,yes
2022-09-15,2022-09-12,Topanga,"theft-grand ($950.01 & over)excpt,guns,fowl,livestk,prod",28,male,"diy center (lowe's,home depot,osh,contractors warehouse)",no weapon,Invest Cont,6300    variel                       av,34.1845,-118.5928,02:10:00,midnight,Monday,Thursday,3 days,3 days,"crimes with firearms, bombs etc.",yes
2022-09-15,2022-09-15,N Hollywood,battery - simple assault,55,male,"multi-unit dwelling (apartment, duplex, etc)","strong-arm (hands, fist, feet or bodily force)",Invest Cont,6600    bakman                       av,34.1903,-118.378,21:00:00,late night,Thursday,Thursday,0 days,0 days,battery/assault,yes
2022-09-17,2022-09-16,Hollywood,"assault with deadly weapon, aggravated assault",51,female,"multi-unit dwelling (apartment, duplex, etc)","strong-arm (hands, fist, feet or bodily force)",Adult Arrest,1200 n  serrano                      av,34.093,-118.3068,15:50:00,afternoon,Friday,Saturday,1 days,1 days,battery/assault,yes
2022-09-18,2022-09-18,Newton,vehicle - stolen,0,no victim,street,no weapon,Invest Cont,38th,34.0146,-118.2781,11:20:00,late morning,Sunday,Sunday,0 days,0 days,vehicle burglary/theft,no
2022-09-18,2022-09-18,West LA,burglary,55,male,single family dwelling,no weapon,Adult Arrest,200    copa de oro                  rd,34.0792,-118.4397,19:35:00,evening,Sunday,Sunday,0 days,0 days,burglary/theft/robbery,yes
2022-09-19,2022-09-19,Northeast,attempted robbery,18,male,street,folding knife,Adult Arrest,ave 54,34.1074,-118.1972,13:15:00,early afternoon,Monday,Monday,0 days,0 days,burglary/theft/robbery,yes
2022-09-19,2022-09-19,Harbor,assault with deadly weapon on police officer,0,no victim,freeway,hand gun,Invest Cont,245th                        st,33.7941,-118.29,22:10:00,late night,Monday,Monday,0 days,0 days,battery/assault,no
2022-09-19,2022-09-19,77th Street,intimate partner - simple assault,49,male,single family dwelling,"strong-arm (hands, fist, feet or bodily force)",Adult Other,1400 w  82nd                         st,33.9646,-118.3003,20:02:00,evening,Monday,Monday,0 days,0 days,battery/assault,yes
2022-09-20,2022-09-15,Wilshire,theft plain - petty ($950 & under),37,no victim,the beverly center,no weapon,Invest Cont,8500    beverly                      pl,34.0766,-118.3768,18:03:00,early evening,Thursday,Tuesday,5 days,5 days,burglary/theft/robbery,no
2022-09-21,2022-09-21,Central,intimate partner - aggravated assault,20,female,parking lot,"strong-arm (hands, fist, feet or bodily force)",Adult Arrest,9th,34.0411,-118.2546,19:00:00,evening,Wednesday,Wednesday,0 days,0 days,battery/assault,yes
2022-09-21,2022-09-15,West Valley,battery with sexual contact,17,female,high school,"strong-arm (hands, fist, feet or bodily force)",Adult Arrest,17000    haynes                       st,34.1894,-118.5074,17:00:00,early evening,Thursday,Wednesday,6 days,6 days,sexual crimes,yes
2022-09-22,2022-07-16,Olympic,theft from motor vehicle - grand ($950.01 and over),34,male,street,no weapon,Invest Cont,700 s  serrano                      av,34.0577,-118.3066,01:30:00,midnight,Saturday,Thursday,68 days,2 months,vehicle burglary/theft,yes
2022-09-23,2022-09-23,Southeast,"vandalism - felony ($400 & over, all church vandalisms)",0,no victim,restaurant/fast food,no weapon,Invest Cont,100 w  manchester                   av,33.9601,-118.2739,08:40:00,morning,Friday,Friday,0 days,0 days,vandalism,no
2022-09-23,2022-09-23,Wilshire,"vandalism - felony ($400 & over, all church vandalisms)",21,no victim,other business,no weapon,Invest Cont,5200 w  washington                   bl,34.0414,-118.3541,23:30:00,late night,Friday,Friday,0 days,0 days,vandalism,no
2022-09-25,2022-09-25,Southwest,theft plain - petty ($950 & under),21,no victim,parking underground/building,no weapon,Invest Cont,3100 s  hoover                       st,34.0268,-118.2896,15:30:00,afternoon,Sunday,Sunday,0 days,0 days,burglary/theft/robbery,no
2022-09-25,2022-09-21,Foothill,vehicle - stolen,0,no victim,street,no weapon,Invest Cont,11800    strathern                    st,34.2157,-118.3899,12:00:00,early afternoon,Wednesday,Sunday,4 days,4 days,vehicle burglary/theft,no
2022-09-25,2022-09-25,Devonshire,assault with deadly weapon on police officer,0,no victim,market,bottle,Adult Arrest,8400    reseda                       bl,34.223,-118.5361,00:30:00,midnight,Sunday,Sunday,0 days,0 days,battery/assault,no
2022-09-27,2022-02-01,Mission,child annoying (17yrs & under),10,female,"multi-unit dwelling (apartment, duplex, etc)",no weapon,Invest Cont,8400    langdon                      av,34.2231,-118.4699,00:01:00,midnight,Tuesday,Tuesday,238 days,7 months,criminality towards underage,yes
2022-09-28,2022-09-07,Southwest,theft of identity,30,female,bank,no weapon,Invest Cont,4000 s  normandie                    av,34.0109,-118.3002,19:05:00,evening,Wednesday,Wednesday,21 days,21 days,burglary/theft/robbery,yes
2022-09-28,2022-09-28,West Valley,"theft-grand ($950.01 & over)excpt,guns,fowl,livestk,prod",48,female,cell phone store,no weapon,Invest Cont,7100    reseda                       bl,34.1993,-118.536,14:00:00,afternoon,Wednesday,Wednesday,0 days,0 days,"crimes with firearms, bombs etc.",yes
2022-09-28,2022-09-28,Newton,vehicle - stolen,0,no victim,street,no weapon,Invest Cont,1300 e  20th                         st,34.0233,-118.2516,00:01:00,midnight,Wednesday,Wednesday,0 days,0 days,vehicle burglary/theft,no
2022-09-29,2022-09-29,Pacific,vehicle - stolen,0,no victim,street,no weapon,Invest Cont,2900    ocean                        av,33.9836,-118.462,00:05:00,midnight,Thursday,Thursday,0 days,0 days,vehicle burglary/theft,no
2022-09-29,2022-09-29,Central,battery - simple assault,22,male,other business,"strong-arm (hands, fist, feet or bodily force)",Invest Cont,400 s  spring                       st,34.0488,-118.2483,02:00:00,midnight,Thursday,Thursday,0 days,0 days,battery/assault,yes
2022-10-01,2022-09-28,West Valley,theft from motor vehicle - grand ($950.01 and over),84,female,parking lot,no weapon,Invest Cont,18700    oxnard                       st,34.1802,-118.5408,17:00:00,early evening,Wednesday,Saturday,3 days,3 days,vehicle burglary/theft,yes
2022-10-01,2022-09-30,Southwest,intimate partner - simple assault,44,male,"multi-unit dwelling (apartment, duplex, etc)","strong-arm (hands, fist, feet or bodily force)",Invest Cont,1600 w  38th                         st,34.0174,-118.3089,11:00:00,late morning,Friday,Saturday,1 days,1 days,battery/assault,yes
2022-10-01,2022-09-30,Harbor,vehicle - stolen,0,no victim,street,no weapon,Invest Cont,1300 w  anaheim                      st,33.7791,-118.2782,22:30:00,late night,Friday,Saturday,1 days,1 days,vehicle burglary/theft,no
2022-10-01,2022-09-01,Hollywood,theft of identity,75,female,single family dwelling,no weapon,Invest Cont,1900    tamarind                     av,34.1052,-118.3192,05:00:00,early morning,Thursday,Saturday,30 days,1 months,burglary/theft/robbery,yes
2022-10-01,2022-10-01,N Hollywood,shoplifting - petty theft ($950 & under),0,male,drug store,no weapon,Invest Cont,12500    magnolia                     bl,34.1649,-118.4052,11:27:00,late morning,Saturday,Saturday,0 days,0 days,burglary/theft/robbery,yes
2022-10-01,2022-09-30,Van Nuys,burglary,83,female,garage/carport,no weapon,Invest Cont,13900    hesby                        st,34.162,-118.4356,22:40:00,late night,Friday,Saturday,1 days,1 days,burglary/theft/robbery,yes
2022-10-02,2022-10-01,N Hollywood,theft from motor vehicle - grand ($950.01 and over),31,male,street,no weapon,Invest Cont,4400    ensign                       av,34.1504,-118.3712,20:05:00,evening,Saturday,Sunday,1 days,1 days,vehicle burglary/theft,yes
2022-10-02,2022-10-02,West LA,theft plain - petty ($950 & under),60,female,hotel,no weapon,Invest Cont,2000    avenue of the stars,34.0587,-118.4158,02:17:00,midnight,Sunday,Sunday,0 days,0 days,burglary/theft/robbery,yes
2022-10-02,2022-09-23,Topanga,"theft-grand ($950.01 & over)excpt,guns,fowl,livestk,prod",52,male,single family dwelling,no weapon,Invest Cont,22600    avenue san luis,34.1658,-118.618,19:00:00,evening,Friday,Sunday,9 days,9 days,"crimes with firearms, bombs etc.",yes
2022-10-02,2022-10-02,77th Street,theft of identity,37,female,single family dwelling,no weapon,Invest Cont,1100 w  84th                         st,33.9627,-118.294,02:30:00,midnight,Sunday,Sunday,0 days,0 days,burglary/theft/robbery,yes
2022-10-02,2022-10-02,Southeast,"assault with deadly weapon, aggravated assault",26,male,street,knife with blade over 6 inches in length,Invest Cont,200 e  119th                        st,33.9247,-118.2716,10:20:00,morning,Sunday,Sunday,0 days,0 days,battery/assault,yes
2022-10-03,2022-10-01,77th Street,theft of identity,39,female,single family dwelling,no weapon,Invest Cont,1300 w  51st                         st,33.9969,-118.2981,15:25:00,afternoon,Saturday,Monday,2 days,2 days,burglary/theft/robbery,yes
2022-10-03,2022-10-01,Southwest,theft of identity,97,female,automated teller machine (atm),no weapon,Invest Cont,2900    11th                         av,34.0299,-118.3289,06:32:00,early morning,Saturday,Monday,2 days,2 days,burglary/theft/robbery,yes
2022-10-03,2022-10-02,Central,"vandalism - felony ($400 & over, all church vandalisms)",32,male,"vehicle, passenger/truck",no weapon,Invest Cont,8th                          st,34.0394,-118.2496,14:30:00,afternoon,Sunday,Monday,1 days,1 days,vandalism,yes
2022-10-04,2022-10-04,Harbor,theft from motor vehicle - petty ($950 & under),0,no victim,street,no weapon,Invest Cont,marine                       av,33.7799,-118.2639,12:35:00,early afternoon,Tuesday,Tuesday,0 days,0 days,vehicle burglary/theft,no
2022-10-04,2022-10-03,Hollenbeck,violation of restraining order,46,female,other residence,no weapon,Adult Other,3500    sabina                       st,34.0288,-118.1972,19:45:00,evening,Monday,Tuesday,1 days,1 days,order violation,yes
2022-10-04,2022-10-04,Van Nuys,theft from motor vehicle - petty ($950 & under),36,female,street,no weapon,Invest Cont,kittridge,34.1903,-118.4225,16:30:00,late afternoon,Tuesday,Tuesday,0 days,0 days,vehicle burglary/theft,yes
2022-10-04,2022-10-04,77th Street,"theft, person",15,female,sidewalk,"strong-arm (hands, fist, feet or bodily force)",Invest Cont,5300    6th                          av,33.995,-118.3236,16:45:00,late afternoon,Tuesday,Tuesday,0 days,0 days,burglary/theft/robbery,yes
2022-10-04,2022-09-25,West Valley,theft plain - petty ($950 & under),28,female,single family dwelling,no weapon,Invest Cont,17200    keswick                      st,34.2093,-118.5077,20:25:00,evening,Sunday,Tuesday,9 days,9 days,burglary/theft/robbery,yes
2022-10-06,2022-10-06,77th Street,vandalism - misdeameanor ($399 or under),0,no victim,mta bus,"strong-arm (hands, fist, feet or bodily force)",Invest Cont,florence,33.9746,-118.309,20:05:00,evening,Thursday,Thursday,0 days,0 days,vandalism,no
2022-10-06,2022-10-02,Pacific,theft of identity,52,male,single family dwelling,no weapon,Invest Cont,200    hampton                      dr,33.9981,-118.4785,08:04:00,morning,Sunday,Thursday,4 days,4 days,burglary/theft/robbery,yes
2022-10-07,2022-10-01,Central,theft of identity,22,female,other premise,no weapon,Invest Cont,100 e  bloom                        st,34.0647,-118.2302,11:25:00,late morning,Saturday,Friday,6 days,6 days,burglary/theft/robbery,yes
2022-10-07,2022-10-07,Pacific,criminal threats - no weapon displayed,51,male,street,rock/thrown object,Adult Arrest,mindanao,33.9806,-118.439,13:15:00,early afternoon,Friday,Friday,0 days,0 days,threats,yes
2022-10-08,2022-10-08,Topanga,battery - simple assault,30,female,sidewalk,"strong-arm (hands, fist, feet or bodily force)",Invest Cont,ventura                      bl,34.1555,-118.6249,18:00:00,early evening,Saturday,Saturday,0 days,0 days,battery/assault,yes
2022-10-08,2022-10-08,Southwest,"theft-grand ($950.01 & over)excpt,guns,fowl,livestk,prod",26,no victim,street,no weapon,Invest Cont,3700    ruthelen                     st,34.0206,-118.3128,02:30:00,midnight,Saturday,Saturday,0 days,0 days,"crimes with firearms, bombs etc.",no
2022-10-09,2022-10-09,Central,criminal threats - no weapon displayed,63,female,street,verbal threat,Invest Cont,6th,34.0438,-118.2416,06:50:00,early morning,Sunday,Sunday,0 days,0 days,threats,yes
2022-10-10,2022-10-10,Foothill,arson,26,female,single family dwelling,no weapon,Invest Cont,12400    wingo                        st,34.2562,-118.4049,01:15:00,midnight,Monday,Monday,0 days,0 days,arson,yes
2022-10-11,2022-09-29,Hollywood,theft of identity,51,male,"multi-unit dwelling (apartment, duplex, etc)",no weapon,Invest Cont,1900 n  beachwood                    dr,34.1052,-118.3213,16:10:00,late afternoon,Thursday,Tuesday,12 days,12 days,burglary/theft/robbery,yes
2022-10-11,2022-10-11,West LA,burglary,0,no victim,other business,no weapon,Invest Cont,1900    westwood                     bl,34.0482,-118.4355,05:32:00,early morning,Tuesday,Tuesday,0 days,0 days,burglary/theft/robbery,no
2022-10-11,2022-10-11,Hollywood,burglary from vehicle,41,male,parking underground/building,no weapon,Invest Cont,8000 w  sunset                       bl,34.098,-118.3651,21:50:00,late night,Tuesday,Tuesday,0 days,0 days,vehicle burglary/theft,yes
2022-10-12,2022-10-12,West LA,theft from motor vehicle - grand ($950.01 and over),27,male,street,no weapon,Invest Cont,2400    barry                        av,34.0313,-118.4442,02:30:00,midnight,Wednesday,Wednesday,0 days,0 days,vehicle burglary/theft,yes
