ID,Delivery_person_ID,Delivery_person_Age,Delivery_person_Ratings,Restaurant_latitude,Restaurant_longitude,Delivery_location_latitude,Delivery_location_longitude,Order_Date,Time_Orderd,Time_Order_picked,Weather,Road_traffic_density,Vehicle_condition,Type_of_order,Type_of_vehicle,multiple_deliveries,Festival,City,Name:
0x7e87,MUMRES16DEL02,37.0,4.1,19.120083,72.907385,19.250083,73.037385,02-03-2022,17:30,17:40,Cloudy,Medium,1,Meal,scooter,2.0,No,Metropolitian,object
0x24ee,INDORES08DEL01,36.0,4.9,22.725748,75.898497,22.795748,75.968497,02-04-2022,19:25,19:35,Sunny,Jam,2,Buffet,scooter,0.0,No,Metropolitian,object
0x9775,CHENRES09DEL02,32.0,4.8,13.044694,80.26147,13.124694,80.34147,23-03-2022,21:20,21:30,Fog,Jam,2,Meal,electric_scooter,0.0,No,Metropolitian,object
0xa873,JAPRES16DEL03,21.0,4.6,26.849596,75.800512,26.909596,75.860512,07-03-2022,19:30,19:45,Fog,Jam,1,Snack,motorcycle,1.0,No,Metropolitian,object
0x93a4,BANGRES15DEL01,26.0,4.9,12.975377,77.696664,12.985377,77.706664,03-03-2022,8:15,8:30,Sunny,Low,2,Meal,scooter,1.0,No,Urban,object
0x8151,HYDRES03DEL03,27.0,4.8,17.422819,78.449578,17.512819,78.539578,04-03-2022,21:10,21:20,Cloudy,Jam,1,Meal,scooter,1.0,No,Urban,object
0x50e0,PUNERES09DEL03,36.0,4.6,18.536562,73.896485,18.626562,73.986485,16-03-2022,17:15,17:20,Sunny,Medium,1,Meal,motorcycle,0.0,No,Metropolitian,object
0x95aa,BANGRES010DEL02,29.0,4.5,12.933298,77.614293,13.013298,77.694293,16-03-2022,22:20,22:30,Sandstorms,Low,2,Buffet,motorcycle,0.0,No,Urban,object
0xd3ad,BHPRES17DEL01,29.0,4.9,23.218998,77.373573,23.258998,77.413573,11-02-2022,15:25,15:40,Stormy,Medium,1,Buffet,scooter,1.0,No,Urban,object
0x7b9f,PUNERES14DEL03,24.0,4.8,18.516216,73.842527,18.546216,73.872527,07-03-2022,21:30,21:40,Fog,Jam,1,Drinks,motorcycle,1.0,No,Metropolitian,object
0x9274,CHENRES06DEL02,26.0,4.0,13.054347,80.257221,13.074347,80.277221,05-04-2022,8:30,8:40,Sandstorms,Low,0,Meal,motorcycle,0.0,No,Metropolitian,object
0x92d6,JAPRES010DEL02,38.0,4.8,26.921411,75.793604,27.051411,75.923604,02-03-2022,23:50,23:55,Fog,Low,1,Snack,motorcycle,1.0,No,Metropolitian,object
0x92fc,SURRES03DEL01,37.0,3.5,21.186884,72.793616,21.256884,72.863616,06-03-2022,22:10,22:15,Cloudy,Low,1,Meal,motorcycle,1.0,No,Metropolitian,object
0xca64,BHPRES01DEL02,30.0,4.9,23.211529,77.419399,23.291529,77.499399,16-02-2022,20:25,20:35,Sunny,Jam,0,Buffet,motorcycle,0.0,No,Metropolitian,object
0x7d31,PUNERES14DEL01,22.0,4.6,18.516216,73.842527,18.586216,73.912527,08-03-2022,19:35,19:40,Sunny,Jam,0,Drinks,motorcycle,0.0,No,Urban,object
0xaa3c,VADRES04DEL02,26.0,4.7,0.0,0.0,0.02,0.02,26-03-2022,11:40,11:55,Cloudy,High,0,Drinks,motorcycle,1.0,No,Metropolitian,object
0x3a6f,JAPRES02DEL03,37.0,4.6,26.914142,75.805704,26.944142,75.835704,01-03-2022,22:55,22:60,Sandstorms,Low,1,Meal,scooter,1.0,No,Urban,object
0x3e1a,SURRES11DEL03,27.0,4.7,21.157735,72.768778,21.187735,72.798778,19-03-2022,21:25,21:40,Stormy,Jam,1,Buffet,motorcycle,1.0,No,Urban,object
0xce1c,GOARES11DEL01,21.0,4.9,15.544419,73.755736,15.584419,73.795736,13-02-2022,12:45,12:50,Stormy,High,2,Drinks,scooter,1.0,No,Metropolitian,object
0xde77,KNPRES06DEL02,29.0,4.5,0.0,0.0,0.13,0.13,12-02-2022,20:10,20:15,Sunny,Jam,1,Meal,motorcycle,1.0,No,Metropolitian,object
0xa0e,MUMRES18DEL01,37.0,4.8,19.1093,72.825451,19.1493,72.865451,30-03-2022,15:30,15:35,Sunny,Medium,1,Snack,scooter,0.0,No,Metropolitian,object
0x96af,COIMBRES17DEL01,31.0,4.9,11.026117,76.944652,11.036117,76.954652,01-04-2022,9:45,9:55,Sunny,Low,2,Buffet,electric_scooter,0.0,No,Metropolitian,object
0xd7ac,DEHRES18DEL03,35.0,4.1,0.0,0.0,0.06,0.06,15-02-2022,23:55,23:60,Windy,Low,0,Buffet,motorcycle,1.0,No,Metropolitian,object
0x3920,RANCHIRES14DEL03,36.0,5.0,0.0,0.0,0.06,0.06,19-03-2022,18:55,18:60,Windy,Medium,0,Snack,motorcycle,1.0,No,Metropolitian,object
0xb4cd,HYDRES13DEL03,21.0,4.9,17.431477,78.40035,17.491477,78.46035,01-03-2022,17:30,17:45,Fog,Medium,2,Drinks,scooter,0.0,No,Urban,object
0x9c99,BANGRES08DEL02,36.0,4.8,12.906229,77.596791,12.956229,77.646791,09-03-2022,23:10,23:15,Sunny,Low,2,Meal,scooter,0.0,No,Metropolitian,object
0x9e1c,SURRES01DEL02,37.0,4.7,21.186438,72.794115,21.206438,72.814115,03-04-2022,9:35,9:50,Cloudy,Low,0,Drinks,motorcycle,1.0,No,Metropolitian,object
0x7176,HYDRES06DEL03,32.0,3.7,17.455894,78.375467,17.545894,78.465467,02-04-2022,19:35,19:40,Stormy,Jam,2,Drinks,electric_scooter,1.0,No,Metropolitian,object
0xb49d,VADRES14DEL02,21.0,4.7,22.311603,73.165012,22.331603,73.185012,03-03-2022,8:45,8:55,Sandstorms,Low,2,Buffet,scooter,1.0,No,Urban,object
0x3c59,HYDRES03DEL02,22.0,4.5,17.422819,78.449578,17.472819,78.499578,30-03-2022,18:25,18:30,Fog,Medium,2,Snack,scooter,1.0,No,Urban,object
0xcc2a,ALHRES17DEL02,37.0,4.8,25.45235,81.841889,25.47235,81.861889,15-02-2022,9:50,10:05,Windy,Low,2,Snack,motorcycle,1.0,No,Metropolitian,object
0x8fac,HYDRES18DEL02,34.0,4.7,17.450851,78.379347,17.580851,78.509347,23-03-2022,23:45,23:55,Windy,Low,0,Snack,motorcycle,0.0,No,Metropolitian,object
0x4b81,MUMRES06DEL02,22.0,4.0,19.055831,72.833984,19.075831,72.853984,01-04-2022,9:10,9:15,Windy,Low,0,Buffet,motorcycle,1.0,No,Metropolitian,object
0xcf43,AURGRES07DEL02,33.0,4.6,19.875908,75.358888,19.925908,75.408888,15-02-2022,19:15,19:20,Stormy,Jam,2,Snack,scooter,1.0,No,Metropolitian,object
0x1c64,PUNERES03DEL01,32.0,4.9,18.554382,73.798206,18.594382,73.838206,13-03-2022,13:55,14:10,Cloudy,High,2,Buffet,motorcycle,1.0,No,Metropolitian,object
0x84e0,RANCHIRES010DEL01,30.0,4.9,23.354422,85.3329,23.364422,85.3429,24-03-2022,11:20,11:25,Sandstorms,High,1,Buffet,scooter,1.0,No,Metropolitian,object
0x3336,COIMBRES04DEL03,23.0,4.7,11.024839,77.007003,11.084839,77.067003,09-03-2022,18:30,18:45,Fog,Medium,0,Drinks,motorcycle,0.0,No,Metropolitian,object
0xc17e,KOCRES02DEL01,30.0,4.8,10.028047,76.310019,10.068047,76.350019,17-02-2022,16:30,16:35,Stormy,Medium,1,Meal,motorcycle,1.0,No,Metropolitian,object
0xc208,AURGRES17DEL03,35.0,4.4,19.876994,75.372353,19.936994,75.432353,17-02-2022,17:60,18:15,Sandstorms,Medium,1,Drinks,scooter,1.0,No,Urban,object
0x7dfe,RANCHIRES09DEL03,31.0,4.4,23.351058,85.325731,23.381058,85.355731,05-04-2022,20:15,20:25,Stormy,Jam,0,Buffet,motorcycle,1.0,No,Metropolitian,object
0x9ce3,MYSRES17DEL03,36.0,5.0,12.326356,76.619103,12.386356,76.679103,19-03-2022,22:35,22:50,Sandstorms,Low,2,Drinks,scooter,0.0,No,Metropolitian,object
0x6614,RANCHIRES13DEL03,20.0,5.0,23.374989,85.335486,23.404989,85.365486,15-03-2022,19:45,19:60,Sandstorms,Jam,2,Meal,electric_scooter,0.0,No,Urban,object
0x44dd,MYSRES18DEL02,35.0,4.6,12.337928,76.617889,12.357928,76.637889,01-04-2022,10:15,10:25,Fog,Low,1,Snack,scooter,1.0,No,Urban,object
0x4685,PUNERES12DEL01,22.0,4.6,18.520016,73.830547,18.530016,73.840547,17-03-2022,8:50,8:60,Fog,Low,1,Drinks,motorcycle,1.0,No,Metropolitian,object
0xd792,KOCRES13DEL02,20.0,4.6,9.991703,76.293136,10.121703,76.423136,14-02-2022,17:25,17:30,Windy,Medium,1,Meal,scooter,1.0,No,Metropolitian,object
0x4e44,BANGRES12DEL02,38.0,4.8,12.939496,77.625999,13.019496,77.705999,27-03-2022,22:50,23:05,Windy,Low,2,Drinks,motorcycle,0.0,No,Urban,object
0x54e2,VADRES01DEL02,28.0,4.7,22.307898,73.167788,22.357898,73.217788,17-03-2022,20:20,20:25,Cloudy,Jam,2,Snack,motorcycle,1.0,No,Metropolitian,object
0x6e8f,VADRES16DEL02,28.0,4.4,0.0,0.0,0.08,0.08,18-03-2022,21:50,22:05,Cloudy,Jam,2,Snack,motorcycle,2.0,No,Urban,object
0xa7d9,CHENRES02DEL03,27.0,4.6,13.086438,80.220672,13.116438,80.250672,21-03-2022,19:15,19:25,Cloudy,Jam,0,Meal,motorcycle,0.0,No,Metropolitian,object
0x67b6,VADRES13DEL01,22.0,3.4,22.310237,73.158921,22.380237,73.228921,12-03-2022,23:10,23:15,Sunny,Low,1,Snack,motorcycle,1.0,No,Metropolitian,object
0x3644,SURRES14DEL03,38.0,5.0,21.157729,72.768726,21.247729,72.858726,06-04-2022,22:60,23:15,Sandstorms,Low,1,Drinks,motorcycle,1.0,No,Metropolitian,object
0xdd6c,LUDHRES09DEL01,34.0,4.2,30.885814,75.786976,30.925814,75.826976,17-02-2022,12:55,13:05,Sandstorms,High,0,Meal,motorcycle,0.0,No,Metropolitian,object
0x247f,INDORES20DEL02,20.0,4.7,22.732225,75.874765,22.862225,76.004765,25-03-2022,18:55,19:10,Stormy,Medium,2,Buffet,electric_scooter,1.0,No,Urban,object
0x9a47,MUMRES02DEL02,37.0,4.6,19.221315,72.862381,19.301315,72.942381,04-03-2022,19:20,19:35,Cloudy,Jam,1,Meal,scooter,1.0,No,Metropolitian,object
0x2304,PUNERES08DEL01,38.0,4.4,18.53408,73.89852,18.54408,73.90852,30-03-2022,8:60,9:15,Stormy,Low,0,Snack,motorcycle,1.0,No,Metropolitian,object
0x1980,COIMBRES04DEL01,25.0,4.6,11.024839,77.007003,11.094839,77.077003,06-03-2022,20:55,21:05,Cloudy,Jam,1,Snack,motorcycle,1.0,No,Metropolitian,object
0x2d5d,MYSRES15DEL03,31.0,4.4,12.352058,76.60665,12.412058,76.66665,15-03-2022,23:25,23:40,Stormy,Low,0,Drinks,motorcycle,0.0,No,Metropolitian,object
0x47b1,PUNERES02DEL02,34.0,4.5,18.55144,73.804855,18.63144,73.884855,25-03-2022,21:30,21:35,Sandstorms,Jam,1,Drinks,scooter,1.0,No,Metropolitian,object
0xda79,ALHRES04DEL01,30.0,4.8,0.0,0.0,0.07,0.07,18-02-2022,22:20,22:25,Sandstorms,Low,2,Snack,scooter,1.0,No,Metropolitian,object
0x58b8,VADRES16DEL02,39.0,4.6,0.0,0.0,0.02,0.02,11-03-2022,8:55,8:60,Windy,Low,2,Buffet,motorcycle,1.0,No,Metropolitian,object
0x38d8,COIMBRES02DEL02,30.0,4.1,11.022477,76.995667,11.072477,77.045667,26-03-2022,22:60,23:05,Windy,Low,0,Meal,motorcycle,1.0,No,Metropolitian,object
0xdd6b,AGRRES12DEL01,20.0,4.6,27.165108,78.015053,27.205108,78.055053,15-02-2022,16:35,16:50,Sandstorms,Medium,2,Buffet,scooter,1.0,No,Metropolitian,object
0x1d76,RANCHIRES16DEL02,39.0,4.9,23.371292,85.327872,23.391292,85.347872,30-03-2022,10:55,10:60,Windy,Low,1,Drinks,scooter,1.0,No,Metropolitian,object
0x6420,VADRES09DEL02,32.0,4.7,0.0,0.0,0.05,0.05,05-04-2022,20:40,20:50,Sandstorms,Jam,2,Drinks,scooter,1.0,No,Urban,object
0xa3a9,SURRES07DEL03,27.0,4.7,21.170798,72.790489,21.200798,72.820489,15-03-2022,18:25,18:40,Cloudy,Medium,2,Snack,motorcycle,1.0,No,Metropolitian,object
0x21e1,RANCHIRES14DEL02,20.0,4.2,0.0,0.0,0.13,0.13,02-03-2022,18:30,18:45,Windy,Medium,0,Snack,motorcycle,0.0,No,Metropolitian,object
0x6ee9,SURRES18DEL03,25.0,4.3,21.149834,72.778666,21.239834,72.868666,16-03-2022,18:45,18:60,Cloudy,Medium,1,Drinks,motorcycle,1.0,No,Metropolitian,object
0x9f59,COIMBRES03DEL01,32.0,4.2,11.025083,77.015393,11.035083,77.025393,21-03-2022,11:60,12:15,Cloudy,High,2,Snack,electric_scooter,1.0,No,Metropolitian,object
0x738d,VADRES02DEL01,22.0,4.3,0.0,0.0,0.01,0.01,21-03-2022,8:20,8:30,Stormy,Low,0,Drinks,motorcycle,0.0,No,Metropolitian,object
0xcf11,BHPRES13DEL01,36.0,4.6,23.230791,77.43702,23.240791,77.44702,11-02-2022,8:20,8:35,Cloudy,Low,2,Snack,scooter,1.0,No,Urban,object
0xd69c,GOARES19DEL01,38.0,4.8,0.0,0.0,0.11,0.11,16-02-2022,18:35,18:45,Fog,Medium,1,Buffet,motorcycle,1.0,No,Metropolitian,object
0x5f09,JAPRES06DEL03,22.0,4.7,26.911927,75.797282,27.001927,75.887282,06-03-2022,22:10,22:20,Sandstorms,Low,0,Buffet,motorcycle,0.0,No,Urban,object
0xbcdc,RANCHIRES18DEL03,27.0,4.5,23.351489,85.324253,23.411489,85.384253,09-03-2022,18:55,18:60,Sandstorms,Medium,2,Drinks,scooter,1.0,No,Metropolitian,object
0xa8a,RANCHIRES11DEL02,34.0,4.5,23.359194,85.325447,23.489194,85.455447,23-03-2022,18:10,18:25,Sandstorms,Medium,1,Drinks,scooter,1.0,No,Metropolitian,object
0x2d5c,HYDRES07DEL03,37.0,4.9,17.424114,78.347554,17.484114,78.407554,09-03-2022,17:30,17:40,Stormy,Medium,2,Snack,scooter,1.0,No,Metropolitian,object
0xd141,KNPRES14DEL03,21.0,5.0,26.463504,80.372929,26.523504,80.432929,15-02-2022,23:45,23:55,Cloudy,Low,1,Meal,motorcycle,0.0,No,Metropolitian,object
0x72ed,HYDRES03DEL03,26.0,4.9,17.422819,78.449578,17.452819,78.479578,01-04-2022,23:25,23:40,Fog,Low,0,Meal,motorcycle,1.0,No,Metropolitian,object
0x5766,COIMBRES12DEL02,20.0,4.6,11.000762,76.981876,11.080762,77.061876,06-04-2022,19:15,19:25,Stormy,Jam,1,Meal,scooter,0.0,No,Metropolitian,object
0xc433,AURGRES11DEL03,25.0,4.6,0.0,0.0,0.06,0.06,11-02-2022,17:40,17:55,Stormy,Medium,0,Snack,motorcycle,0.0,No,Metropolitian,object
0xadba,BANGRES12DEL01,39.0,4.9,12.939496,77.625999,13.049496,77.735999,12-03-2022,21:25,21:35,Fog,Jam,0,Buffet,motorcycle,1.0,No,Metropolitian,object
0x6d70,VADRES08DEL03,28.0,4.2,0.0,0.0,0.03,0.03,01-03-2022,19:50,19:60,Windy,Jam,0,Drinks,motorcycle,0.0,No,Metropolitian,object
0xd2ef,AGRRES13DEL03,31.0,4.9,27.159795,78.04299,27.189795,78.07299,15-02-2022,17:25,17:40,Fog,Medium,1,Buffet,motorcycle,0.0,No,Urban,object
0x89df,CHENRES06DEL02,27.0,4.8,13.054347,80.257221,13.104347,80.307221,11-03-2022,21:60,22:05,Windy,Jam,2,Meal,scooter,0.0,No,Urban,object
0x4e53,MUMRES15DEL01,28.0,4.8,19.176269,72.836721,19.246269,72.906721,10-03-2022,23:30,23:40,Fog,Low,0,Drinks,motorcycle,1.0,No,Metropolitian,object
0x4bbd,CHENRES06DEL02,23.0,4.7,13.054347,80.257221,13.134347,80.337221,06-03-2022,23:10,23:25,Sandstorms,Low,1,Drinks,motorcycle,0.0,No,Metropolitian,object
0x1b89,PUNERES16DEL01,20.0,4.8,18.536718,73.830327,18.546719,73.840328,01-04-2022,11:25,11:40,Fog,High,0,Drinks,motorcycle,1.0,No,Metropolitian,object
0x9135,PUNERES14DEL01,37.0,4.9,18.516216,73.842527,18.526216,73.852527,28-03-2022,8:35,8:50,Stormy,Low,2,Drinks,electric_scooter,1.0,No,Metropolitian,object
0x4643,INDORES07DEL02,39.0,4.6,22.722634,75.886959,22.772634,75.936959,11-03-2022,20:25,20:30,Windy,Jam,2,Drinks,motorcycle,1.0,No,Metropolitian,object
0x9134,VADRES04DEL02,31.0,4.3,0.0,0.0,0.08,0.08,14-03-2022,22:40,22:55,Cloudy,Low,1,Buffet,motorcycle,0.0,No,Metropolitian,object
0x54ff,PUNERES16DEL03,28.0,4.5,18.536718,73.830327,18.626718,73.920327,14-03-2022,20:50,20:55,Windy,Jam,1,Buffet,motorcycle,1.0,No,Metropolitian,object
0xccd8,KOLRES12DEL02,33.0,4.0,22.551084,88.354127,22.601084,88.404127,15-02-2022,23:40,23:50,Windy,Low,0,Snack,motorcycle,1.0,No,Metropolitian,object
0x4649,VADRES07DEL02,36.0,4.4,0.0,0.0,0.05,0.05,19-03-2022,18:25,18:40,Fog,Medium,0,Drinks,motorcycle,1.0,No,Metropolitian,object
0x9831,HYDRES03DEL02,26.0,4.9,17.422819,78.449578,17.502819,78.529578,23-03-2022,23:10,23:25,Windy,Low,2,Drinks,scooter,1.0,No,Metropolitian,object
0x85bf,PUNERES07DEL01,31.0,4.2,18.546947,73.900626,18.656947,74.010626,06-04-2022,17:35,17:40,Stormy,Medium,2,Buffet,electric_scooter,1.0,No,Metropolitian,object
0xa9dc,HYDRES02DEL01,28.0,4.6,17.41233,78.449654,17.52233,78.559654,12-03-2022,20:15,20:20,Sandstorms,Jam,2,Meal,motorcycle,1.0,No,Metropolitian,object
0xa546,SURRES03DEL03,37.0,4.8,21.186884,72.793616,21.246884,72.853616,09-03-2022,20:10,20:20,Cloudy,Jam,0,Snack,motorcycle,2.0,No,Metropolitian,object
0xde4b,GOARES04DEL01,31.0,4.1,15.5696,73.742294,15.5796,73.752294,11-02-2022,9:35,9:45,Stormy,Low,0,Drinks,motorcycle,1.0,No,Metropolitian,object
0xc71,HYDRES12DEL03,26.0,4.8,17.429585,78.392621,17.519585,78.482621,02-03-2022,17:50,17:60,Fog,Medium,2,Meal,scooter,1.0,No,Urban,object
0x8419,PUNERES12DEL01,26.0,4.9,18.520016,73.830547,18.560016,73.870547,09-03-2022,16:25,16:40,Sunny,Medium,2,Snack,electric_scooter,1.0,No,Metropolitian,object
0x679c,HYDRES05DEL02,32.0,4.7,17.433809,78.386744,17.513809,78.466744,20-03-2022,17:20,17:25,Fog,Medium,0,Drinks,motorcycle,1.0,No,Metropolitian,object
0xc3d7,LUDHRES16DEL01,33.0,4.2,30.895817,75.813112,30.935817,75.853112,15-02-2022,14:15,14:30,Fog,High,2,Meal,scooter,1.0,No,Metropolitian,object
0xc85d,AGRRES11DEL01,22.0,4.6,27.163303,78.057044,27.203303,78.097044,15-02-2022,13:35,13:50,Stormy,High,2,Snack,scooter,1.0,No,Urban,object
0x387d,JAPRES11DEL01,33.0,4.5,26.90294,75.793007,26.97294,75.863007,10-03-2022,19:30,19:35,Sandstorms,Jam,2,Buffet,electric_scooter,1.0,No,Urban,object
0xa26c,COIMBRES16DEL01,33.0,4.2,11.010375,76.95295,11.120375,77.06295,14-03-2022,20:40,20:45,Sandstorms,Jam,0,Snack,motorcycle,1.0,No,Metropolitian,object
0x1628,HYDRES03DEL03,33.0,4.6,17.422819,78.449578,17.482819,78.509578,01-03-2022,18:55,18:60,Sandstorms,Medium,1,Snack,motorcycle,1.0,No,Metropolitian,object
0xb986,MYSRES04DEL02,20.0,4.5,12.3085,76.665808,12.4385,76.795808,04-04-2022,22:60,23:05,Fog,Low,1,Snack,motorcycle,1.0,No,Metropolitian,object
0xdbd,JAPRES03DEL03,36.0,4.9,26.913483,75.803139,26.973483,75.863139,28-03-2022,23:25,23:40,Cloudy,Low,1,Drinks,scooter,1.0,No,Urban,object
0xa282,HYDRES16DEL03,23.0,4.9,17.440827,78.393391,17.500827,78.453391,26-03-2022,23:40,23:50,Sunny,Low,0,Meal,motorcycle,1.0,No,Metropolitian,object
0xcee9,AGRRES05DEL01,31.0,4.6,27.201725,78.007553,27.211725,78.017553,17-02-2022,8:60,9:05,Cloudy,Low,0,Drinks,motorcycle,0.0,No,Metropolitian,object
0xb186,PUNERES13DEL03,20.0,4.5,18.56245,73.916619,18.65245,74.006619,02-03-2022,21:60,22:05,Sunny,Jam,0,Snack,motorcycle,0.0,No,Metropolitian,object
0x41c6,MYSRES12DEL03,24.0,5.0,12.284747,76.625861,12.314747,76.655861,03-04-2022,20:45,20:60,Sandstorms,Jam,0,Drinks,motorcycle,0.0,No,Metropolitian,object
0xcbe5,GOARES02DEL03,21.0,4.6,15.585658,73.743606,15.645658,73.803606,11-02-2022,18:25,18:35,Sandstorms,Medium,0,Drinks,motorcycle,0.0,No,Urban,object
0x3aaa,PUNERES07DEL03,28.0,4.7,18.546947,73.900626,18.606947,73.960626,26-03-2022,18:25,18:40,Windy,Medium,0,Drinks,motorcycle,1.0,No,Metropolitian,object
0x5ec5,PUNERES09DEL03,35.0,4.3,18.536562,73.896485,18.566562,73.926485,15-03-2022,23:60,24:15,Windy,Low,0,Drinks,motorcycle,1.0,No,Metropolitian,object
0x566c,MYSRES02DEL02,25.0,4.9,12.304569,76.643622,12.354569,76.693622,03-03-2022,22:55,23:10,Sunny,Low,1,Meal,motorcycle,1.0,No,Metropolitian,object
0x8045,CHENRES12DEL01,29.0,4.6,12.972793,80.249982,13.042793,80.319982,04-04-2022,20:45,20:60,Sandstorms,Jam,2,Meal,scooter,0.0,No,Urban,object
0xdb7b,KOLRES15DEL02,35.0,4.7,22.552672,88.352885,22.572672,88.372885,15-02-2022,11:50,11:55,Sandstorms,High,1,Drinks,motorcycle,1.0,No,Metropolitian,object
0x3f3e,COIMBRES04DEL03,20.0,5.0,11.024839,77.007003,11.054839,77.037003,11-03-2022,20:45,20:60,Sandstorms,Jam,0,Buffet,motorcycle,1.0,No,Metropolitian,object
0x2085,CHENRES17DEL02,26.0,4.3,13.045479,80.23311,13.175479,80.36311,16-03-2022,21:40,21:45,Fog,Jam,1,Snack,scooter,0.0,No,Metropolitian,object
0x57c0,JAPRES01DEL03,35.0,4.0,26.90519,75.810753,26.96519,75.870753,05-04-2022,17:15,17:20,Sandstorms,Medium,2,Buffet,motorcycle,1.0,No,Metropolitian,object
0x234a,RANCHIRES05DEL02,28.0,4.4,23.355164,85.324097,23.435164,85.404097,06-04-2022,17:40,17:45,Fog,Medium,2,Snack,electric_scooter,1.0,No,Metropolitian,object
0xcdfd,AURGRES06DEL01,27.0,4.8,19.874449,75.360232,19.884449,75.370232,13-02-2022,8:15,8:25,Cloudy,Low,1,Meal,motorcycle,0.0,No,Metropolitian,object
0x73de,COIMBRES19DEL02,32.0,4.4,11.022298,76.998349,11.042298,77.018349,05-03-2022,9:30,9:40,Sandstorms,Low,0,Snack,motorcycle,1.0,No,Metropolitian,object
0x1143,VADRES16DEL01,22.0,5.0,0.0,0.0,0.01,0.01,28-03-2022,8:50,8:55,Fog,Low,1,Snack,scooter,0.0,No,Metropolitian,object
0x4c1e,RANCHIRES01DEL01,36.0,4.3,23.416792,85.316842,23.426792,85.326842,21-03-2022,10:55,11:05,Sandstorms,Low,0,Drinks,motorcycle,1.0,No,Urban,object
0x4b42,VADRES01DEL01,34.0,4.2,22.307898,73.167788,22.317898,73.177788,26-03-2022,8:15,8:20,Windy,Low,0,Drinks,motorcycle,1.0,No,Metropolitian,object
0xc16e,ALHRES09DEL01,30.0,3.6,0.0,0.0,0.07,0.07,14-02-2022,19:35,19:40,Sandstorms,Jam,1,Drinks,scooter,1.0,No,Metropolitian,object
0xd894,AGRRES09DEL01,24.0,4.8,0.0,0.0,0.11,0.11,16-02-2022,20:40,20:45,Windy,Jam,1,Snack,scooter,0.0,No,Metropolitian,object
0x2dc1,INDORES16DEL03,38.0,4.6,22.744648,75.894377,22.774648,75.924377,03-04-2022,23:15,23:20,Stormy,Low,1,Meal,motorcycle,0.0,No,Metropolitian,object
0x842,CHENRES07DEL02,30.0,4.7,13.081878,80.248519,13.131878,80.298519,05-04-2022,19:20,19:30,Sunny,Jam,1,Meal,motorcycle,1.0,No,Metropolitian,object
0x21e6,PUNERES17DEL03,34.0,4.8,18.530963,73.828972,18.590963,73.888972,01-03-2022,23:25,23:35,Windy,Low,1,Meal,motorcycle,1.0,No,Metropolitian,object
0xb275,PUNERES19DEL03,38.0,4.7,18.563934,73.915367,18.593934,73.945367,17-03-2022,19:60,20:15,Windy,Jam,2,Buffet,electric_scooter,0.0,No,Urban,object
0xca05,AURGRES14DEL03,38.0,5.0,19.875016,75.322405,19.905016,75.352405,11-02-2022,19:55,20:10,Stormy,Jam,1,Snack,scooter,1.0,No,Metropolitian,object
0x2c2f,SURRES12DEL02,36.0,4.7,21.183434,72.814492,21.263434,72.894492,04-03-2022,23:60,24:10,Stormy,Low,0,Snack,motorcycle,1.0,No,Urban,object
0x145e,SURRES05DEL03,20.0,4.8,21.175104,72.804342,21.205104,72.834342,30-03-2022,18:25,18:35,Stormy,Medium,1,Snack,scooter,1.0,No,Metropolitian,object
0xd060,KOLRES05DEL02,28.0,4.5,22.527893,88.368628,22.657893,88.498628,18-02-2022,17:15,17:30,Sunny,Medium,0,Drinks,motorcycle,0.0,No,Metropolitian,object
0xdcf6,KOCRES08DEL01,24.0,4.6,9.985497,76.276999,10.025497,76.316999,17-02-2022,12:15,12:20,Cloudy,High,1,Meal,motorcycle,1.0,No,Metropolitian,object
0x3ea7,COIMBRES02DEL01,23.0,4.1,11.022477,76.995667,11.062477,77.035667,13-03-2022,13:10,13:15,Cloudy,High,2,Meal,scooter,0.0,No,Metropolitian,object
0xc82c,GOARES13DEL03,33.0,4.5,15.506205,73.766668,15.566205,73.826668,17-02-2022,23:10,23:15,Stormy,Low,1,Buffet,scooter,1.0,No,Metropolitian,object
0x3e8a,RANCHIRES16DEL01,37.0,4.8,23.371292,85.327872,23.441292,85.397872,12-03-2022,20:25,20:35,Cloudy,Jam,0,Meal,motorcycle,1.0,No,Metropolitian,object
0x7a07,VADRES06DEL03,37.0,4.9,22.31279,73.170283,22.40279,73.260283,06-04-2022,23:60,24:10,Sandstorms,Low,1,Drinks,scooter,1.0,No,Metropolitian,object
0x6c1e,JAPRES16DEL02,28.0,5.0,26.849596,75.800512,26.899596,75.850512,13-03-2022,20:20,20:30,Fog,Jam,0,Meal,motorcycle,1.0,No,Metropolitian,object
0x64d6,JAPRES07DEL01,30.0,4.2,26.766536,75.837333,26.806536,75.877333,17-03-2022,15:30,15:35,Windy,Medium,0,Drinks,motorcycle,1.0,No,Metropolitian,object
0xa439,HYDRES05DEL02,37.0,4.8,17.433809,78.386744,17.513809,78.466744,27-03-2022,21:40,21:50,Cloudy,Jam,0,Buffet,motorcycle,2.0,No,Metropolitian,object
0xde5e,LUDHRES01DEL03,27.0,4.8,30.873988,75.842739,30.903988,75.872739,17-02-2022,18:25,18:40,Sandstorms,Medium,1,Snack,motorcycle,1.0,No,Urban,object
0x2a5a,SURRES13DEL03,25.0,4.5,21.170096,72.789122,21.260096,72.879122,06-04-2022,20:55,20:60,Cloudy,Jam,0,Buffet,motorcycle,1.0,No,Metropolitian,object
